,Title,Published_date,Views,Likes,Favorites,Comments,Month
1371,Bama | Bibhutibhushan Bandyopadhyay | Friday Classics | Mirchi Bangla,2024-10-11,319360,6448,0,226,Oct
1372,"Captain Bluntschli আর Raina আসছে আজ, #MirchiFridayClassics-এ, শুনতে ভুলবেন না!",2024-10-11,12362,560,0,8,Oct
1373,"স্মরণজিৎ চক্রবর্তীর লেখা, বিস্ফোরণের উৎসবে, সানডে সাসপেন্সে না শুনে থাকলে, শুনে নিন!",2024-10-11,6945,533,0,9,Oct
1374,Kali Katha | Bolidan O Kumari Pujo | Times of Puraan | Mirchi Bangla | Episode 11,2024-10-10,6315,294,0,10,Oct
1375,"প্রথম আলোর কথক, পিয়ালী পাঠক।",2024-10-10,10733,623,0,20,Oct
1376,Pratham Aalo | Bankimdarshane Bharat | Golpo Goldmine | Mirchi Bangla | Episode 25,2024-10-10,28395,975,0,16,Oct
1377,একটা নাটক নামাতে গিয়ে হিমশিম খাচ্ছে চারমূর্তি ! কী হবে শেষ মেশ?,2024-10-10,9607,656,0,13,Oct
1378,Kali Katha | Debi Durgar Nirman | Times of Puraan | Mirchi Bangla | Episode 10,2024-10-10,6365,284,0,7,Oct
1379,Pratham Aalo Streaming exclusively on the Mirchi Bangla Youtube Channel and Gaana App.,2024-10-09,6135,331,0,21,Oct
1380,Mahabharat | Dibyastradhari Arjun | Times of Puraan | Mirchi Bangla | Episode 30,2024-10-09,61891,1761,0,54,Oct
1381,Golpo Bari | EP 22 | Punarmilan | Parashuram | Ft. Agni & Abhigyan,2024-10-09,3386,137,0,7,Oct
1382,কার ভয়ে এভাবে স্ক্রিপ্ট মুখস্ত করছে অগ্নি? সানডে সাসপেন্সে এই সপ্তাহে কে আসছে তাহলে?,2024-10-09,8679,567,0,30,Oct
1383,Atiter Andhokar | Hoomki | Crime Thriller Story | Mirchi Bangla | EP 6,2024-10-09,6769,240,0,3,Oct
1384,Kali Katha | Debi Durgar Bodhon O Nabapatrika | Times of Puraan | Mirchi Bangla | Episode 9,2024-10-08,5733,273,0,14,Oct
1385,Haar Heem Horror Season 2 lookback,2024-10-08,4132,84,0,8,Oct
1386,Haar Heem Horror Season 2 lookback,2024-10-08,3362,92,0,3,Oct
1387,Iti Kolkata | Bangla Romantic Story | Mirchi Bangla,2024-10-08,388467,9663,0,880,Oct
1388,#Mahabharat streaming exclusively on the Mirchi Bangla Youtube Channel and Gaana App.,2024-10-08,3567,255,0,3,Oct
1389,Detective Jojo | Bruno !? | Detective Comedy Story | Mirchi Bangla | EP 22,2024-10-08,5613,216,0,10,Oct
1390,"GB Shaw-এর বিখ্যাত নভেল, Arms and The Man, আসছে এই শুক্রবার World Classics-এ, শুনতে ভুলবেন না!",2024-10-08,10358,424,0,16,Oct
1391,কার সাক্ষাৎকার নেওয়ার আগে এত ভয় পাচ্ছে অগ্নি?,2024-10-08,9368,618,0,8,Oct
1392,Haar Heem Horror | Season 3 | Lokkhi Pyancha | Bangla Horror Story | Mirchi Bangla,2024-10-08,23124,925,0,33,Oct
1393,সানডে সাসপেন্স পরিবারের তরফ থেকে শারদীয়ার শুভেচ্ছা আপনাদের সকলকে!,2024-10-08,7033,893,0,37,Oct
1394,Kali Katha | Durga Puja-r Pushpanjoli O Prarthona | Times of Puraan | Mirchi Bangla | Episode 8,2024-10-08,5011,254,0,9,Oct
1395,Pratham Aalo | Rabindranath Thakurer Subho Bibaho | Golpo Goldmine | Mirchi Bangla | Episode 24,2024-10-08,26155,948,0,29,Oct
1396,Atiter Andhokar | Keno Ei Rotona | Crime Thriller Story | Mirchi Bangla | EP 5,2024-10-08,6048,235,0,6,Oct
1397,7 October 2024,2024-10-07,12127,451,0,14,Oct
1398,Mirchi Khushir Pujo 7 Song,2024-10-07,4269,229,0,11,Oct
1399,Mahabharat | Jatasur Bodh | Times of Puraan | Mirchi Bangla | Episode 29,2024-10-07,64750,1836,0,73,Oct
1400,Kali Katha | Addyashakti Ma Durga | Times of Puraan | Mirchi Bangla | Episode 7,2024-10-07,8174,344,0,21,Oct
1401,Sunday Suspense | Bishpharaner Utsabe | Smaranjit Chakraborty | Mirchi Bangla,2024-10-06,546354,10298,0,1342,Oct
1402,Kali Katha | Anandamoyee Mayer Agomon | Times of Puraan | Mirchi Bangla | Episode 6,2024-10-06,10264,457,0,13,Oct
1403,Sunday Suspense Classics | Bibhutibhushan Bandyopadhyay | Bhoutik Palanka | Mirchi Bangla,2024-10-05,575977,10493,0,341,Oct
1404,Pratham Aalo | Narener Pitribiyog | Golpo Goldmine | Mirchi Bangla | Episode 23,2024-10-05,28615,1005,0,36,Oct
1405,Kali Katha | Debi Durga-r Ashirbad | Times of Puraan | Mirchi Bangla | Episode 5,2024-10-04,10541,463,0,14,Oct
1406,Haar Heem Horror | Season 2 | Doi Katla | Bangla Horror Story | Mirchi Bangla,2024-10-04,29624,1097,0,66,Oct
1407,Ramkanai-er Nirbuddhita | Rabindranath Tagore | Friday Classics | Mirchi Bangla,2024-10-04,29440,1002,0,43,Oct
1408,Kali Katha | Debir Mahatto O Kahini | Times of Puraan | Mirchi Bangla | Episode 4,2024-10-04,9848,386,0,7,Oct
1409,Detective Jojo | Pedro'r Torjor | Detective Comedy Story | Mirchi Bangla | EP 21,2024-10-03,7672,277,0,9,Oct
1410,Atiter Andhokar | Chulchera Bagh | Crime Thriller Story | Mirchi Bangla | EP 4,2024-10-03,8995,257,0,3,Oct
1411,Pratham Aalo | Patrer Naam Rabindranath | Golpo Goldmine | Mirchi Bangla | Episode 22,2024-10-03,31525,1004,0,36,Oct
1412,Kali Katha | Akal Bodhon | Times of Puraan | Mirchi Bangla | Episode 3,2024-10-02,12482,569,0,28,Oct
1413,Detective Jojo | Prime Suspect Sukhowani ? | Detective Comedy Story | Mirchi Bangla | EP 20,2024-10-02,5337,217,0,6,Oct
1414,Mahabharat | Bhim Hanuman Dwando | Times of Puraan | Mirchi Bangla | Episode 28,2024-10-02,74757,2056,0,97,Oct
1415,Golpo Bari | EP 21 | Atal Babur Antim Chinta | Parashuram | Ft. Agni & Abhigyan,2024-10-02,9064,321,0,18,Oct
1416,Kali Katha | Maa Ashchhen | Times of Puraan | Mirchi Bangla | Episode 2,2024-10-01,23307,1003,0,64,Oct
1417,Detective Jojo | Twist in Tale | Detective Comedy Story | Mirchi Bangla | EP 19,2024-10-01,5899,212,0,22,Oct
1418,Haar Heem Horror | Season 2 | Green Room | Bangla Horror Story | Mirchi Bangla,2024-10-01,21269,902,0,43,Oct
1419,Pratham Aalo | Sashibhushaner Mrityudondo | Golpo Goldmine | Mirchi Bangla | Episode 21,2024-10-01,32654,1053,0,36,Oct
1420,"এই রবিবার অদম্য সেন আসছেন! দাঁড়ান দাঁড়ান, একটা টুইস্ট আছে! #mirchibanglasundaysuspense #gaana",2024-10-01,30161,1342,0,64,Oct
1421,Atiter Andhokar | Purono Koster | Crime Thriller Story | Mirchi Bangla | EP 3,2024-10-01,7025,226,0,10,Oct
1422,Kali Katha | Navaratri O Mahalaya-r Taatporjo | Times of Puraan | Mirchi Bangla | Episode 1,2024-09-30,44357,2038,0,101,Sep
1423,Sunday Suspense Classics | Arthur Conan Doyle |  Sherlock Holmes Stories | Mirchi Bangla,2024-09-30,879299,11075,0,224,Sep
1424,Mahabharat | Pandabder Tirthajatra | Times of Puraan | Mirchi Bangla | Episode 27,2024-09-30,66988,1948,0,58,Sep
1425,"Agatha Christie’s And Then There Were None, now streaming!",2024-09-30,7427,580,0,6,Sep
1426,"#TimesofPuraan-এ,শুনুন মহাভারতের নতুন পর্ব, শুধুমাত্র #MirchiBangla Youtube Channel আর #Gaana App-",2024-09-30,2392,219,0,3,Sep
1427,Sunday Suspense | And Then There Were None | Agatha Christie | Mirchi Bangla,2024-09-29,1292771,21156,0,2042,Sep
1428,Pratham Aalo | Bharat o Bhumisuta | Golpo Goldmine | Mirchi Bangla | Episode 20,2024-09-28,34969,1101,0,41,Sep
1429,Agatha Christie. This Sunday. 1pm. Mirchi Bangla Youtube Channel. Gaana App!,2024-09-27,10440,855,0,44,Sep
1430,Pride and Prejudice | Jane Austen | World Classics | Mirchi Bangla,2024-09-27,250754,6277,0,480,Sep
1431,"Ajana Satyajit | Ft. Debashish Mukhopadhyay, Souvik Guha Sarkar, Arnab | Mirchi Bangla",2024-09-27,5428,189,0,21,Sep
1432,Haar Heem Horror | Season 2 | Cannibal | Bangla Horror Story | Mirchi Bangla,2024-09-27,23628,925,0,34,Sep
1433,And Then There Were None Round Table | Agatha Christie | Sunday Suspense | Mirchi Bangla,2024-09-27,8430,377,0,55,Sep
1434,Arakshaniya | Sarat Chandra Chattopadhyay | Friday Classics | Mirchi Bangla,2024-09-27,310444,6425,0,391,Sep
1435,Horror Stories Back to Back | Bangla Horror Story | Haar Heem Horror | Mirchi Bangla - EP 7,2024-09-26,110569,1944,0,77,Sep
1436,Detective Jojo | Any Progress ? | Detective Comedy Story | Mirchi Bangla | EP 18,2024-09-26,7121,229,0,9,Sep
1437,World Classics-এর কল্যাণে ইন্দ্রাণী চক্রবর্তীর reel debut !,2024-09-26,24826,1009,0,23,Sep
1438,Pratham Aalo | Nirjharer Swapnabhanga | Golpo Goldmine | Mirchi Bangla | Episode 19,2024-09-26,30148,1067,0,39,Sep
1439,Atiter Andhokar | Debir Prokop ? | Crime Thriller Story | Mirchi Bangla | EP 2,2024-09-26,9403,288,0,11,Sep
1440,Detective Jojo | Hossain theke Pedro | Detective Comedy Story | Mirchi Bangla | EP 17,2024-09-25,8003,253,0,9,Sep
1441,Mahabharat | Urvashir Abhishaap | Times of Puraan | Mirchi Bangla | Episode 26,2024-09-25,75542,2093,0,124,Sep
1442,Atiter Andhokar | Mon Kemon | Crime Thriller Story | Mirchi Bangla | EP 1,2024-09-25,14052,425,0,14,Sep
1443,Golpo Bari | EP 20  | Upekkhito | Parashuram | Ft. Agni & Abhigyan,2024-09-25,6161,212,0,6,Sep
1444,"#TimesofPuraan-এ,শুনুন মহাভারতের নতুন পর্ব, শুধুমাত্র #MirchiBangla Youtube Channel আর #Gaana App",2024-09-25,3035,211,0,5,Sep
1445,"World Classics-এ এই সপ্তাহে Jane Austen-এর ‘Pride & Prejudice’, এই শুক্রবার, ঠিক রাত ১০টায়!",2024-09-24,62661,1906,0,54,Sep
1446,Detective Jojo | Hossain Miya | Detective Comedy Story | Mirchi Bangla | EP 16,2024-09-24,8164,269,0,14,Sep
1447,Haar Heem Horror | Season 2 | Gorosthan | Bangla Horror Story | Mirchi Bangla,2024-09-24,22715,906,0,23,Sep
1448,Pratham Aalo | Nrityarata Bhumisuta | Golpo Goldmine | Mirchi Bangla | Episode 18,2024-09-24,33803,1121,0,32,Sep
1449,Mahabharat | Shiv o Arjuner Juddho | Times of Puraan | Mirchi Bangla | Episode 25,2024-09-23,80193,2252,0,120,Sep
1450,Sunday Suspense | Nesha | Taradas Bandyopadhyay | Mirchi Bangla,2024-09-22,823132,17919,0,927,Sep
1451,Sunday Suspense Classics | Satyajit Ray |  Professor Shonku o Paralok Charcha | Mirchi Bangla,2024-09-21,579060,10126,0,254,Sep
1452,Pratham Aalo | Naren-er Jibane Ramkrishna Jhar | Golpo Goldmine | Mirchi Bangla | Episode 17,2024-09-21,39264,1294,0,65,Sep
1453,Detective Jojo | Sukhowani Baarite Nei | Detective Comedy Story | Mirchi Bangla | EP 15,2024-09-20,9281,265,0,10,Sep
1454,Haar Heem Horror | Season 2 | Srabon | Bangla Horror Story | Mirchi Bangla,2024-09-20,28804,1141,0,55,Sep
1455,Puroshkar | Satyajit Ray | Friday Classics | Mirchi Bangla,2024-09-20,190964,4228,0,104,Sep
1456,Mohan Samanta | Part - 2 | Bangla Crime Thriller Story | Mirchi Bangla,2024-09-19,108943,2864,0,331,Sep
1457,Mohan Samanta | Part - 1 | Bangla Crime Thriller Story | Mirchi Bangla,2024-09-19,254103,4068,0,535,Sep
1458,Pratham Aalo | Ramkrishner Daake Naren | Golpo Goldmine | Mirchi Bangla | Episode 16,2024-09-19,36888,1199,0,55,Sep
1459,"এই সপ্তাহে #FridayClassics-এ, থাকবে সত্যজিৎ রায়ের লেখা গল্প! শুনতে ভুলবেন না কিন্তু,",2024-09-18,10414,623,0,12,Sep
1460,Detective Jojo | Ontordhan Rohosyo | Detective Comedy Story | Mirchi Bangla | EP 14,2024-09-18,9205,290,0,14,Sep
1461,Mahabharat | Yudishtir ke Draupadir Tirashkar | Times of Puraan | Mirchi Bangla | Episode 24,2024-09-18,71601,2188,0,109,Sep
1462,Golpo Bari | EP 19  | Roshochakra | Sharatchandra Chattopadhyay | Ft. Agni & Abhigyan,2024-09-18,7679,259,0,10,Sep
1463,"Pratham Aalo, streaming exclusively on the #MirchiBangla Youtube Channel and #Gaana App",2024-09-18,2731,166,0,2,Sep
1464,Horror Stories Back to Back | Bangla Horror Story | Haar Heem Horror | Mirchi Bangla - EP 6,2024-09-17,107574,1893,0,63,Sep
1465,Detective Jojo | Inspector Sanyaler Probesh | Detective Comedy Story | Mirchi Bangla | EP 13,2024-09-17,8311,278,0,8,Sep
1466,Haar Heem Horror | Season 2 | Dinmajur | Bangla Horror Story | Mirchi Bangla,2024-09-17,19344,874,0,31,Sep
1467,Pratham Aalo | Birchandra Manamohini o Madhyabartini | Golpo Goldmine | Mirchi Bangla | Episode 15,2024-09-17,34256,1138,0,35,Sep
1468,Mahabharat | Kamyakabone Krishna | Times of Puraan | Mirchi Bangla | Episode 23,2024-09-16,82213,2350,0,129,Sep
1469,"#GolpoGoldmine presents Pratham Aalo, streaming exclusively on the #MirchiBangla Youtube Channel",2024-09-16,2849,183,0,1,Sep
1470,Sunday Suspense | Panijhora Cottage | Mirchi Bangla,2024-09-15,997739,14519,0,1842,Sep
1471,Sunday Suspense Classics | Bibhutibhushan Bandyopadhyay | Gangadharer Bipad | Mirchi Bangla,2024-09-14,274057,5793,0,192,Sep
1472,Pratham Aalo | Birchandrer Bipad | Golpo Goldmine | Mirchi Bangla | Episode 14,2024-09-14,46830,1268,0,73,Sep
1473,"Golpokaar o Golpoboliye-der Adda | ft. Tridib Kr. Chatterjee, Saikat Mukhopadhyay, Goursb Tapadar",2024-09-13,6715,239,0,43,Sep
1474,The Necklace | Guy de Maupassant | World Classics | Mirchi Bangla,2024-09-13,154022,4633,0,363,Sep
1475,Haar Heem Horror | Season 2 | Deben Dadur Helicopter | Bangla Horror Story | Mirchi Bangla,2024-09-13,43686,1488,0,41,Sep
1476,Mahabharat streaming exclusively on the Mirchi Bangla Youtube Channel and Gaana App,2024-09-13,3627,220,0,3,Sep
1477,"#GolpoGoldmine presents Pratham Aalo, streaming exclusively on the #MirchiBangla Youtube Channel!",2024-09-13,2146,127,0,0,Sep
1478,"#WorldClassics-এ, আজ শুনুন,The Necklace,শুধুমাত্র #MirchiBangla Youtube Channel আর #Gaana App-এ",2024-09-13,6082,339,0,13,Sep
1479,Chittachokor | Subodh Ghosh | Friday Classics | Mirchi Bangla,2024-09-13,92595,2647,0,127,Sep
1480,Detective Jojo | Police Van | Detective Comedy Story | Mirchi Bangla | EP 12,2024-09-12,10882,312,0,28,Sep
1481,Pratham Aalo | Bhabanipore-e Bharat o Bhumisuta | Golpo Goldmine | Mirchi Bangla | Episode 13,2024-09-12,38022,1171,0,29,Sep
1482,Detective Jojo | Mokkeler sathe Kothabarta | Detective Comedy Story | Mirchi Bangla | EP 11,2024-09-11,8606,256,0,10,Sep
1483,Mahabharat | Pandabder Bonobash | Times of Puraan | Mirchi Bangla | Episode 22,2024-09-11,75981,2230,0,129,Sep
1484,Golpo Bari | EP 18  | Aasar Ashay | Sharatchandra Chattopadhyay | Ft. Agni & Abhigyan,2024-09-11,4223,155,0,7,Sep
1485,Ekti Dhusar Rupkatha | Dhusor Rupkatha | Romantic Drama Story | Mirchi Bangla | EP 30,2024-09-11,8623,355,0,56,Sep
1486,Detective Jojo | Police Kyano ? | Detective Comedy Story | Mirchi Bangla | EP 10,2024-09-10,8707,259,0,17,Sep
1487,Haar Heem Horror | Season 2 | Andho Goli | Bangla Horror Story | Mirchi Bangla,2024-09-10,24612,1043,0,48,Sep
1488,Pratham Aalo | Naren Bole Chheleti | Golpo Goldmine | Mirchi Bangla | Episode 12,2024-09-10,39718,1283,0,56,Sep
1489,Ekti Dhusar Rupkatha | Bibek | Romantic Drama Story | Mirchi Bangla | EP 29,2024-09-10,7056,303,0,45,Sep
1490,Mahabharat | Dron-er Haatey Hastinapur | Times of Puraan | Mirchi Bangla | Episode 21,2024-09-09,75259,2346,0,172,Sep
1491,Ekti Dhusar Rupkatha | Pakhider Dana | Romantic Drama Story | Mirchi Bangla | EP 28,2024-09-09,7727,311,0,20,Sep
1492,Sunday Suspense | Kaalchakra | Sanjay Bhattacharya | Mirchi Bangla,2024-09-08,1600741,33388,0,1989,Sep
1493,Sunday Suspense Classics | Syed Mustafa Siraj | Muraribabur Teenti Golpo | Mirchi Bangla,2024-09-07,290559,4595,0,181,Sep
1494,Pratham Aalo | Bhumisutar Atmaprakash | Golpo Goldmine | Mirchi Bangla | Episode 11,2024-09-07,41487,1261,0,49,Sep
1495,Haar Heem Horror | Season 2 | Alo | Bangla Horror Story | Mirchi Bangla,2024-09-06,41445,1458,0,57,Sep
1496,Parikkha | Tandraharan | Saradindu Bandyopadhyay | Friday Classics | Mirchi Bangla,2024-09-06,177947,3631,0,156,Sep
1497,Kanchan Matir Mala | Part - 2 | Bangla Thriller Story | Mirchi Bangla,2024-09-05,163545,3097,0,308,Sep
1498,Detective Jojo | Prostuti | Detective Comedy Story | Mirchi Bangla | EP 9,2024-09-05,10188,294,0,11,Sep
1499,Kanchan Matir Mala | Part - 1 | Bangla Thriller Story | Mirchi Bangla,2024-09-05,345010,5651,0,475,Sep
1500,Ekti Dhusar Rupkatha | Dukkhojapon | Romantic Drama Story | Mirchi Bangla | EP 27,2024-09-05,7256,296,0,15,Sep
1501,Pratham Aalo | Kadambarir Obhimaan | Golpo Goldmine | Mirchi Bangla | Episode 10,2024-09-05,41514,1333,0,47,Sep
1502,Detective Jojo | Barite Arek Jhamela | Detective Comedy Story | Mirchi Bangla | EP 8,2024-09-04,9818,280,0,13,Sep
1503,Mahabharat | Urubhanger Pratigya | Times of Puraan | Mirchi Bangla | Episode 20,2024-09-04,79482,2589,0,210,Sep
1504,Golpo Bari | EP 17  | Putrajaggya | Rabindranath Tagore | Ft. Agni & Abhigyan,2024-09-04,4301,163,0,6,Sep
1505,Mahabharat streaming exclusively on the Mirchi Bangla Youtube Channel and Gaana App,2024-09-04,3839,249,0,5,Sep
1506,Ekti Dhusar Rupkatha | Taal Khaoa Chokro | Romantic Drama Story | Mirchi Bangla | EP 26,2024-09-04,7228,278,0,34,Sep
1507,Detective Jojo | Notun Case | Detective Comedy Story | Mirchi Bangla | EP 7,2024-09-03,10091,317,0,8,Sep
1508,Haar Heem Horror | Season 2 | Caretaker | Bangla Horror Story | Mirchi Bangla,2024-09-03,26030,1062,0,22,Sep
1509,Pratham Aalo | Rabi o Natun Bouthaan | Golpo Goldmine | Mirchi Bangla | Episode 9,2024-09-03,43772,1414,0,49,Sep
1510,Ekti Dhusar Rupkatha | Byaktigoto | Romantic Drama Story | Mirchi Bangla | EP 25,2024-09-03,6977,300,0,39,Sep
1511,Mahabharat | Draupadir Bastraharan | Ft. Agni | Mirchi Bangla,2024-09-02,11518,366,0,17,Sep
1512,Mahabharat | Draupadir Bastraharan | Times of Puraan | Mirchi Bangla | Episode 19,2024-09-02,81750,2750,0,336,Sep
1513,Ekti Dhusar Rupkatha | Jokhon Keu Amake Pagol Bole | Romantic Drama Story | Mirchi Bangla | EP 24,2024-09-02,7727,300,0,10,Sep
1514,Sunday Suspense | Chiaroscuro | Smaranjit Chakraborty | Mirchi Bangla,2024-09-01,541731,9748,0,973,Sep
1515,Sunday Suspense Classics | Parashuram | Bhushandir Maathey | Mirchi Bangla,2024-08-31,329162,7300,0,241,Aug
1516,Pratham Aalo | Rabi-r Kachhey Raja-r Dyut | Golpo Goldmine | Mirchi Bangla | Episode 8,2024-08-31,51489,1581,0,94,Aug
1517,Haar Heem Horror | Season 2 | Abbu | Bangla Horror Story | Mirchi Bangla,2024-08-30,29567,1245,0,56,Aug
1518,Horror Stories Back to Back | Bangla Horror Story | Mirchi Bangla - EP 5,2024-08-29,98648,1992,0,77,Aug
1519,Detective Jojo | Kidnap Korar Hetu ? | Detective Comedy Story | Mirchi Bangla | EP 6,2024-08-29,12828,346,0,12,Aug
1520,Pratham Aalo | Bharater Smritibhram | Golpo Goldmine | Mirchi Bangla | Episode 7,2024-08-29,49597,1549,0,88,Aug
1521,Ekti Dhusar Rupkatha | Kolkatar Moto | Romantic Drama Story | Mirchi Bangla | EP 23,2024-08-29,8416,341,0,17,Aug
1522,"#TimesofPuraan-এ,শুনুন মহাভারতের নতুন পর্ব, শুধুমাত্র #MirchiBangla Youtube Channel আর #Gaana App",2024-08-28,3450,244,0,12,Aug
1523,Detective Jojo | Kidnap | Detective Comedy Story | Mirchi Bangla | EP 5,2024-08-28,10783,302,0,11,Aug
1524,Mahabharat | Shakunir Chaal | Times of Puraan | Mirchi Bangla | Episode 18,2024-08-28,75973,2439,0,190,Aug
1525,Golpo Bari | EP 16  | Fail | Rabindranath Tagore | Ft. Agni & Akas,2024-08-28,4150,139,0,8,Aug
1526,Ekti Dhusar Rupkatha | Kolkata Chharchhi | Romantic Drama Story | Mirchi Bangla | EP 22,2024-08-28,8313,332,0,23,Aug
1527,Haar Heem Horror | Season 2 | Dhaar Baaki | Bangla Horror Story | Mirchi Bangla,2024-08-27,22734,970,0,41,Aug
1528,Pratham Aalo | Bharater Shesh Raat | Golpo Goldmine | Mirchi Bangla | Episode 6,2024-08-27,63895,1611,0,72,Aug
1529,Ekti Dhusar Rupkatha | Pokkhiraj | Romantic Drama Story | Mirchi Bangla | EP 21,2024-08-27,7961,316,0,17,Aug
1530,Detective Jojo | Daak Esechhe | Detective Comedy Story | Mirchi Bangla | EP 4,2024-08-26,15100,399,0,18,Aug
1531,"This week’s #SundaySuspense, Taradas Bandopadhyay’s Bibhash Daakchhe!",2024-08-26,4288,307,0,7,Aug
1532,Mahabharat | Pasha Khelar Daak | Times of Puraan | Mirchi Bangla | Episode 17,2024-08-26,86481,2463,0,92,Aug
1533,Ekti Dhusar Rupkatha | Priyo Trauma | Romantic Drama Story | Mirchi Bangla | EP 20,2024-08-26,8695,323,0,10,Aug
1534,"#TimesofPuraan-এ, কাল শুনুন, মহাভারতের নতুন পর্ব, ঠিক সন্ধ্যে ৭টায়",2024-08-25,3848,344,0,12,Aug
1535,The Gift of the Magi | O' Henry | World Classics | Mirchi Bangla,2024-08-25,107371,3568,0,227,Aug
1536,Daibaat | Saradindu Bandyopadhyay | Friday Classics | Mirchi Bangla,2024-08-25,151074,3139,0,110,Aug
1537,Sunday Suspense | Bibhash Daakchhe | Taradas Bandyopadhyay | Mirchi Bangla,2024-08-25,462230,11187,0,814,Aug
1538,Sunday Suspense Classics | Leela Majumdar | Duti Bhooter Galpo | Mirchi Bangla,2024-08-24,851257,14121,0,345,Aug
1539,Pratham Aalo | Bhanumatir Shesh Khela | Golpo Goldmine | Mirchi Bangla | Episode 5,2024-08-24,57334,1626,0,72,Aug
1540,Haar Heem Horror | Season 2 | Moni-r Abhishaap | Bangla Horror Story | Mirchi Bangla,2024-08-23,31746,1240,0,74,Aug
1541,Detective Jojo | Mukh Jhamta | Detective Comedy Story | Mirchi Bangla | EP 3,2024-08-22,16377,453,0,16,Aug
1542,Horror Stories Back to Back | Haar Heem Horror | Bangla Horror Story | Mirchi Bangla - EP 4,2024-08-22,107121,2122,0,81,Aug
1543,Pratham Aalo | Maana Ghare Ke? | Golpo Goldmine | Mirchi Bangla | Episode 4,2024-08-22,57819,1596,0,41,Aug
1544,Ekti Dhusar Rupkatha | Aapod | Romantic Drama Story | Mirchi Bangla | EP 19,2024-08-22,7979,297,0,19,Aug
1545,Golpo Bari | EP 15  | Abhageer Swarga | Ft. Agni & Abhigyan,2024-08-21,6742,209,0,16,Aug
1546,Detective Jojo | Jojo’s Case History | Detective Comedy Story | Mirchi Bangla | EP 2,2024-08-21,16000,454,0,20,Aug
1547,Mahabharat | Shishupal Badh | Times of Puraan | Mirchi Bangla | Episode 16,2024-08-21,98750,2793,0,205,Aug
1548,Ekti Dhusar Rupkatha | Saako | Romantic Drama Story | Mirchi Bangla | EP 18,2024-08-21,8534,312,0,23,Aug
1549,Detective Jojo | Recruitment | Thriller Comedy Story | Mirchi Bangla | EP 1,2024-08-20,28577,811,0,36,Aug
1550,Haar Heem Horror | Season 2 | Bhombolpur-er Bhomra | Bangla Horror Story | Mirchi Bangla,2024-08-20,27204,1031,0,94,Aug
1551,Pratham Aalo | Bharat Ek Rajputrer Naam | Golpo Goldmine | Mirchi Bangla | Episode 3,2024-08-20,70944,1715,0,75,Aug
1552,Ekti Dhusar Rupkatha | Monkharaper Bhar | Romantic Drama Story | Mirchi Bangla | EP 17,2024-08-20,7611,302,0,17,Aug
1553,Mahabharat | Jwarasandho Bodh | Times of Puraan | Mirchi Bangla | Episode 15,2024-08-19,109205,2537,0,151,Aug
1554,"#TimesofPuraan-এ, আজ শুনুন, মহাভারতের নতুন পর্ব, ঠিক সন্ধ্যে ৭টায়",2024-08-19,3816,280,0,9,Aug
1555,Ekti Dhusar Rupkatha | Jorimana | Romantic Drama Story | Mirchi Bangla | EP 16,2024-08-19,9344,351,0,14,Aug
1556,Sunday Suspense | Kakababu | Sabuj Dweep-er Raja | Sunil Gangopadhyay | Mirchi Bangla,2024-08-18,2056099,23602,0,1601,Aug
1557,Sunday Suspense Classics | Satyajit Ray |  Prof Shonku - Nakurbabu O El Dorado | Mirchi Bangla,2024-08-17,689685,9869,0,314,Aug
1558,Pratham Aalo | Mahasankate Maharaj | Golpo Goldmine | Mirchi Bangla | Episode 2,2024-08-17,86841,2112,0,63,Aug
1559,Haar Heem Horror | Season 2 | Professor Kundu | Bangla Horror Story | Mirchi Bangla,2024-08-16,38501,1442,0,78,Aug
1560,Aleek | Subodh Ghosh | Friday Classics | Mirchi Bangla,2024-08-16,97263,2517,0,175,Aug
1561,মুক্তি পেয়েছে মহাভারতের মহাপর্ব। শুনুন কীভাবে এই মহাপর্ব হয়ে ওঠে ভীষণভাবে বর্তমান ও সমসাময়িক।,2024-08-16,9760,579,0,16,Aug
1562,Pratham Aalo | Tripura-r Rajyapaat | Golpo Goldmine | Mirchi Bangla | Episode 1,2024-08-15,197853,4537,0,268,Aug
1563,"Rajadrohee Live Ft. Satyam, Suranagana, Sumit Samadder, Agni",2024-08-14,9210,257,0,15,Aug
1564,Mahabharat | Mahaparbo | Times of Puraan | Mirchi Bangla | Episode 14,2024-08-14,158210,3419,0,315,Aug
1565,Golpo Bari | EP 14 | | Tuccho | Bibhutibhusan Bandyopadhyay | Ft. Agni & Indraneel,2024-08-14,5943,205,0,13,Aug
1566,Ekti Dhusar Rupkatha | Kanagoli | Romantic Drama Story | Mirchi Bangla | EP 15,2024-08-14,9691,374,0,24,Aug
1567,Haar Heem Horror | Season 2 | Gandho | Bangla Horror Story | Mirchi Bangla,2024-08-13,41469,1473,0,57,Aug
1568,Raajbhog | Parushuram | Eloquent Narratives | Mirchi Bangla,2024-08-13,23165,897,0,53,Aug
1569,Ekti Dhusar Rupkatha | Sesh Mess | Romantic Drama Story | Mirchi Bangla | EP 14,2024-08-13,8855,341,0,25,Aug
1570,Mahabharat | Ulupi - Chitrangada | Times of Puraan | Mirchi Bangla | Episode 13,2024-08-12,115928,3137,0,260,Aug
